Contract Number,Description,Start Date,End Date,Vendor Name,Total Amount,Amount Spent,Procurement Method,Trade Type,Category,Location,Contract Status
1905116,Weatherization Manhattanville Rehab 3,2/15/2019,10/31/2019,NEW YORK STATE URBAN DEVELOPMENT CORPORATION,"$80,701.79","$73,365.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,MANHATTANVILLE-0429,Expired
1904326,"West Brighton Plaza I & West Brighton Plaza II, Queens & Staten Island - Installation of Vinyl Floor Tile & Removal & Installation of Vinyl Floor Tile in Apartments - (NEXTGE042286 - S. Steverson)",2/15/2019,9/3/2020,DEEPAK CONTRACTING INC.,"$97,976.45","$34,696.80",SEALED BID,Service,TL-TILE.1CM,WEST BRIGHTON-0242,Expired
1900731,Pest Control Initiative RFQ# 67872,2/15/2019,2/14/2023,PEST SUPPLY SHOP INC,"$2,256,790.00","$817,513.00",SEALED BID,Materials,RESTRICTED.INSECTICIDES,CityWide/L.I.C. Warehouse,Expired
1831927,"Washington Houses & Lexington Houses, Manhattan - Maintenance Painting of Apartments - (PROCUR041713 - S. Steverson)",2/12/2019,2/11/2022,NEW APS MANAGEMENT CORP,"$1,141,209.00","$365,714.85",SEALED BID,Service,PD-PAINTING.1CM,WASHINGTON HSES-0217,Expired
1831442,"Various Developments in All Five (5) Boroughs - Maintenance Painting of Apartments, Interior & Exterior Public Space Work Including Stairwell Painting (FRP & Silicate Systems) - (MANAGE047740 - D. Artopiades)",2/12/2019,2/11/2022,NEW APS MANAGEMENT CORP,"$5,000,000.00","$4,969,157.95",SEALED BID,Service,PD-PAINTING.1CM,CITYWIDE DEVELOPMENTS,Expired
1835793,"Various Developments in All Five (5) Boroughs - Maintenance Painting of Apartments, Interior & Exterior Public Space Work Including Stairwell Painting (FRP & Silicate Systems) - (MANAGE047741 - D. Artopiades)",2/12/2019,2/11/2022,"SATGUR CONSTRUCTION, INC.","$6,000,000.00","$5,978,888.49",SEALED BID,Service,PD-PAINTING.1CM,CITYWIDE DEVELOPMENTS,Expired
1903904,Various Mixed Finance Developments in the Five (5) Boroughs - Installation of AC Outlets - (NEXTGE044726 - M. Coggins),2/11/2019,3/19/2021,"EIA ELECTRIC, INC","$100,010.00","$85,934.14",SEALED BID,Service,EL-ELECTRICAL.1CM,MIXED FINANCE ASSET MGT,Expired
1829296,Various Queens & Staten Island Developments - Replacement of Sump Pumps in Tank Rooms - (HEATIN044035 - J. Romano),2/11/2019,3/7/2021,"GENUINE PLUMBING & HEATING, LLC","$650,500.00","$466,050.00",SEALED BID,Service,PL-PLUMBING.1CM,QN/SI PROPERTY MANAGEMENT,Expired
1903899,"Taylor St-Wythe Ave & Independence Towers Houses, Mixed Finance - Installation of Vinyl Floor Tile & Removal & Installation of Vinyl Floor Tile in Apartments - (NEXTGE042228 - S. Steverson)",2/11/2019,8/24/2020,SIMSIM CONSTRUCTION INC,"$131,874.90","$70,805.90",SEALED BID,Service,TL-TILE.1CM,TAYLOR-WYTHE -0358,Expired
1903790,Floor Stripper and Steel Wool DCAS-PC67235,2/11/2019,12/31/2021,W.W. GRAINGER INC.,"$907,337.79","$871,897.50",GOV_TO_GOV,Materials,JANITORIAL SUPPLIES.DETERGENTS,VARIOUS PROPERTIES & DEPARTMENTS,Expired
1903991,CCC-LIC Call Center- Over-The-Phone Interpretation Services (CUSTOM046301 - G. Williams),2/8/2019,3/31/2021,LANGUAGE LINE SERVICES INC.,"$2,300,000.00","$1,841,384.01",COMPETETIVE RFP,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,CCC-LIC CALL CENTER,Expired
1834575,IT- Cyberlock System Software and Services Movaris Ref VPITEN045286,2/8/2019,2/7/2022,"TEC SOLUTIONS CONCEPTS, INC DBA/TEC SOLUTIONS INC","$125,000.00","$67,000.00",COMPETETIVE RFP,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1903629,Various Developments in All Five (5) Boroughs - Replacement of Emergency Lighting - (MANAGE046546 - C. Bruno),2/7/2019,3/21/2021,NORTHEAST ELECTRICAL CONTRACTORS INC,"$900,031.52","$3,858.03",SEALED BID,Service,EL-ELECTRICAL.1CM,CITYWIDE DEVELOPMENTS,Expired
1903628,Various Manhattan Developments - General Plumbing Maintenance (Labor Only) On Low Pressure Boilers - (HEATIN044405 - K. Jones),2/7/2019,2/27/2023,RJ BRUNO INC,"$766,419.46","$355,603.50",SEALED BID,Service,PL-PLUMBING.1CM,MANHATTAN PROPERTY MANAGEMENT,Expired
1704550,SENIOR CENTER UPGRADE- PROJ. # 8755(Comptroller's Registration on 4/09/2019),2/6/2019,5/13/2024,PROJECT EYE CONSULTANTS INC,"$1,111,456.39","$1,047,947.59",SEALED BID,Decar,GR-GENERAL RENOVATION TYPE A.1CM,JEFFERSON HOUSE-0219,Active
1832207,Various Queens & Staten Island Developments - Replacement of Vacuum Pumps - (HEATIN046835 - D. Artopiades),2/6/2019,3/31/2024,TR PIPE INC.,"$4,179,435.20","$3,895,399.34",SEALED BID,Service,HE-HEATING.1CM,QN/SI PROPERTY MANAGEMENT,Expired
1903307,Various Bronx Developments - Third Party Witnessing Services For Category 1 & 5 Elevator Inspections - (ELEVAT044053 - L. Callegari),2/5/2019,3/5/2022,INSPARISK LLC,"$295,675.80","$295,302.00",SEALED BID,Service,EV-ELEVATOR.1CM,ELEVATOR SUPPORT SERVICES (BRONX),Expired
1903321,"Fred Douglass, Douglass II, Douglass Addition & 830 Amsterdam Ave Houses, Manhattan - Installation of Vinyl Floor Tile & Removal & Installation of Vinyl Floor Tile in Apartments - (PROPER042102 - S. Steverson)",2/5/2019,8/27/2020,SIMSIM CONSTRUCTION INC,"$454,965.00","$398,578.60",SEALED BID,Service,TL-TILE.1CM,FRED DOUGLASS-0569,Expired
1903313,Various Queens & Staten Island Developments - Repair of Exterior Compactor Refuse Management Systems - (MAINTR044861 - C. Gentile),2/5/2019,2/24/2023,ARROW STEEL INC,"$898,810.09","$828,906.96",SEALED BID,Service,RC-REFUSE COMPACTOR.1CM,QN/SI PROPERTY MANAGEMENT,Expired
1903009,IT- Off Site Records Storage Movaris Ref VPITEN049568 DCAS Contract,2/4/2019,6/30/2024,GRM INFORMATION MANAGEMENT SERVICES,"$550,000.00","$397,211.16",GOV_TO_GOV,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Active
1429255,RESTORATION ASSOCIATED WITH THE SRP - SANDY RECOVERY ( Riis ),2/1/2019,5/31/2024,WDF INC.,"$74,824,163.70","$74,388,273.37",SEALED BID,Decar,GR-GENERAL RENOVATION TYPE A.1CM,JACOB RIIS -0210,Active
1829850,NYCHA Treasury- Administration of NYCHA's Parking Permit Program (FINANC044311 - J. Mondesir),2/1/2019,2/1/2024,LAZ KARP PARK LLC,"$6,000,000.00","$5,719,771.88",SEALED BID,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,NYCHA TREASURY-0977,Expired
1908537,HR Employment - Employee Assistance Program - (HUMANR049586 - P. Lindo),2/1/2019,1/31/2024,NYC OFFICE OF LABOR RELATIONS,"$2,186,158.98","$2,186,158.96",GOV_TO_GOV,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,HR EMPLOYMENT-0017,Expired
1902148,IT- Information Technology Field Services Support Movaris Ref ITENTE045677,2/1/2019,7/31/2024,STELLAR SERVICES INC,"$1,807,212.74","$1,443,997.46",COMPETETIVE RFP,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Active
1903054,IT- Oracle Field Service Enterprise Cloud Movaris Ref VPITEN048998,2/1/2019,9/5/2022,ORACLE AMERICA INC,"$261,937.50","$261,937.50",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1817807,Construction Management as Agent Services for IDIQ (EVPCHI045580 - C. Ky-Smith),2/1/2019,2/2/2025,"MUNOZ ENGINEERING & LAND SURVEYING, P.C.","$6,250,000.00","$4,950,793.72",COMPETETIVE RFP,Service,CM-CONSTRUCTION MANAGERS AS AGENTS.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
1912144,ELECTRICAL-ELECTRONIC BALLASTS - RFQ#67769,2/1/2019,1/31/2022,AETNA ELECTRIC LLC,"$35,425.75","$11,837.15",SEALED BID,Materials,ELECTRICAL.FIXTURES - OUTDOORS,CITYWIDE DEVELOPMENTS,Expired
1732737,Roofing replacement and rooftop structure repairs at eight buildings-(Awarded on 1/31/2019 - Comptroller's Registration 3/27/2018),1/31/2019,6/1/2022,ARMSTRONG ROOFING CORP,"$10,465,617.90","$10,465,617.90",SEALED BID,Decar,RF-ROOF.1CM,BORINQUEN PLAZA-0353,Expired
1902928,Various Brooklyn Developments - Cleaning & Sanitizing Compactor Chutes - (PROPER044244 - M. Coggins),1/31/2019,1/30/2021,DIRTY GLOVES DRAIN SERVICES LLC,"$273,893.80",$864.08,SEALED BID,Service,JA-JANITORIAL.1CM,BROOKLYN PROPERTY MANAGEMENT,Expired
1902924,"Woodside Houses, (NGO) Queens - Maintenance Painting of Apartments - (NEXTGE041763 - S. Steverson)",1/31/2019,2/24/2022,MOONLITE PAINTING CO. INC.,"$803,035.00","$361,560.00",SEALED BID,Service,PD-PAINTING.1CM,WOODSIDE-0316,Expired
1902938,"Latimer Gardens, Leavitt St-34th Ave & Bland Houses, Queens & Staten Island - Maintenance Painting of Apartments - (NEXTGE046625 - F. Veloza)",1/31/2019,3/1/2022,SPEEDO CORPORATION,"$369,256.00","$291,220.00",SEALED BID,Service,PD-PAINTING.1CM,LATIMER GARDENS-0290,Expired
1902934,"Van Dyke I Houses, NGO - Installation of Vinyl Floor Tile & Removal & Installation of Vinyl Floor Tile in Apartments - (PROCUR042353 - S. Steverson)",1/31/2019,8/29/2020,JP HANDA CONSTRUCTION INC,"$242,012.99","$241,992.40",SEALED BID,Service,TL-TILE.1CM,VAN DYKE-0216,Expired
1902948,Various Brooklyn Developments - Mechanical - Emergency Pumping & Cleaning - (PROPER044172 - M. Coggins),1/31/2019,3/12/2022,SAHARA CONSTRUCTION CORP,"$2,074,190.54","$2,066,565.88",SEALED BID,Service,BL-BOILER.1CM,BROOKLYN PROPERTY MANAGEMENT,Expired
1901033,"Repair, Renovation and Painting Training for 162 NYCHA Locations (MANAGE049252 - S. Aude)",1/31/2019,1/30/2020,CERTREBEL LLC,"$150,000.00","$135,900.00",SMALL PURCHASE,Service,TR-TRAINING.1CM,MANAGEMENT SERVICES -250,Expired
1902815,Various Queens & Staten Island Developments - Repair of Interior Compactor Refuse Management Systems - (MAINTR038370 - C. Gentile),1/30/2019,2/18/2021,"PREMIER COMPACTION SYSTEMS, LLC.","$543,129.60","$386,370.85",SEALED BID,Service,RC-REFUSE COMPACTOR.1CM,QN/SI PROPERTY MANAGEMENT,Expired
1700259,Restoration Associated with Sandy Recovery Program,1/29/2019,5/15/2024,NAVILLUS TILE INC D/B/A NAVILLUS CONTRACTING,"$62,990,180.62","$61,598,542.24",SEALED BID,Decar,GR-GENERAL RENOVATION TYPE A.1CM,LILLIAN WALD-0511,Active
1902667,"Fulton Houses, Manhattan - Installation of Vinyl Floor Tile in Apartments - (PROPER042106 - S. Steverson)",1/29/2019,8/12/2020,METROCITY RENOVATION INC,"$159,335.99","$71,999.00",SEALED BID,Service,TL-TILE.1CM,ROBERT FULTON-0252,Expired
1902674,"Wald Houses, Manhattan - Installation of Vinyl Floor Tile in Apartments - (PROPER042180 - S. Steverson)",1/29/2019,8/20/2020,SIMSIM CONSTRUCTION INC,"$115,713.79","$104,302.60",SEALED BID,Service,TL-TILE.1CM,LILLIAN WALD-0511,Expired
1727375,Upgrade of Play Areas at Carver and Washington Houses,1/28/2019,6/10/2022,TECHNOMEN NY INC,"$657,053.97","$657,053.97",SEALED BID,Decar,GD-GROUNDS AND GROUNDS MAINTENANCE.1CM,VARIOUS PROJECTS-0976,Expired
1902339,Various Mixed Finance Developments - Plaster Restoration - (NEXTGE044064 - M. Coggins),1/25/2019,2/5/2021,MAHI PAINTING INC.,"$880,927.00","$852,279.16",SEALED BID,Service,DE-DEMOLITION/DEBRIS REMOVAL.1CM,MIXED FINANCE ASSET MGT,Expired
1902358,"Various Queens & Staten Island Developments - Janitorial General Cleaning of Areas, Move-Outs, Fire Damage & Debris Removal - (NEXTGE044100 - M. Coggins)",1/25/2019,2/18/2023,"CAMPBELL'S PROFESSIONAL SERVICES, LLC","$467,442.11","$464,520.78",SEALED BID,Service,JA-JANITORIAL.1CM,QN/SI PROPERTY MANAGEMENT,Expired
1902353,"Various Brooklyn Developments - Janitorial General Cleaning of Areas, Move-Outs, Fire Damage & Debris Removal - (PROPER044092 - M. Coggins)",1/25/2019,2/12/2022,"CAMPBELL'S PROFESSIONAL SERVICES, LLC","$1,145,139.19","$1,027,332.32",SEALED BID,Service,JA-JANITORIAL.1CM,BROOKLYN PROPERTY MANAGEMENT,Expired
1828915,"Wagner Houses, NGO Developments - Maintenance Painting of Apartments - (NEXTGE041746 - S. Steverson)",1/24/2019,1/23/2022,SIMCO ENTERPRISES CORP,"$1,265,999.80","$631,764.72",SEALED BID,Service,PD-PAINTING.1CM,WAGNER SR-0224,Expired
1902051,Finance Dept- Finance Procedures Manual (Financial Accounting & Reporting Services _FINANC046824 - D. Frydberg),1/23/2019,12/19/2019,BRONNER GROUP LLC,"$83,150.00","$83,150.00",COMPETETIVE RFP,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,FINANCIAL ACCOUNTING & REPORTING SERVICES-0028,Expired
1903877,WEATHERIZATION PROGRAM -- 1052-1064 HEGEMAN (GF01),1/22/2019,9/1/2019,"SUNSET PARK REDEVELOPMENT COMMITTEE, INC","$51,274.00","$51,274.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,EAST NY SCATTER-0378,Expired
1903855,WEATHERIZATION PROGRAM -- 768-776 LOGAN (GF01),1/22/2019,9/1/2019,"SUNSET PARK REDEVELOPMENT COMMITTEE, INC","$19,609.00","$19,609.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,EAST NY SCATTER-0378,Expired
1903875,WEATHERIZATION PROGRAM -- 761-765 LOGAN (GF01),1/22/2019,9/1/2019,"SUNSET PARK REDEVELOPMENT COMMITTEE, INC","$1,166.00","$1,166.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,EAST NY SCATTER-0378,Expired
1903879,WEATHERIZATION PROGRAM -- 1078-1080 HEGEMAN (GF01),1/22/2019,9/1/2019,"SUNSET PARK REDEVELOPMENT COMMITTEE, INC","$1,166.00","$1,166.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,EAST NY SCATTER-0378,Expired
1903885,WEATHERIZATION PROGRAM -- 1085-1087 HEGEMAN (GF01),1/22/2019,9/1/2019,"SUNSET PARK REDEVELOPMENT COMMITTEE, INC","$1,166.00","$1,166.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,EAST NY SCATTER-0378,Expired
1903889,WEATHERIZATION PROGRAM -- 504-514 FOUNTAIN AVENUE (GF01),1/22/2019,9/1/2019,"SUNSET PARK REDEVELOPMENT COMMITTEE, INC","$45,776.00","$45,776.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,EAST NY SCATTER-0378,Expired
1903894,WEATHERIZATION PROGRAM -- 460-470 FOUNTAIN AVENUE (GF01),1/22/2019,9/1/2019,"SUNSET PARK REDEVELOPMENT COMMITTEE, INC","$50,338.00","$50,338.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,EAST NY SCATTER-0378,Expired
1903895,WEATHERIZATION PROGRAM -- 336-348 FOUNTAIN AVENUE (GF01),1/22/2019,9/1/2019,"SUNSET PARK REDEVELOPMENT COMMITTEE, INC","$52,827.00","$52,827.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,EAST NY SCATTER-0378,Expired
1901823,"St. Nicholas Houses, Manhattan - Installation of Vinyl Floor Tile & Removal & Installation of Vinyl Floor Tile in Apartments - (PROPER042176 - S. Steverson)",1/22/2019,1/18/2021,"KHUSHI CONSTRUCTION, INC.","$137,169.19","$74,931.85",SEALED BID,Service,TL-TILE.1CM,ST NICHOLAS-0211,Expired
1901839,"Various Bronx Developments - Door Repair, Roof & Rear Exit Replacement - (PROPER044295 - M. Coggins)",1/22/2019,2/5/2022,ENCORE CONSTRUCTION & CONTRACTING INC,"$1,106,023.18","$365,291.73",SEALED BID,Service,GR-GENERAL RENOVATION TYPE A.1CM,BRONX PROPERTY MANAGEMENT,Expired
1901633,"Morris I & Morris II Houses, Bronx - Maintenance Painting of Apartments - (PROPER048101 - F. Veloza)",1/18/2019,1/30/2022,SPEEDO CORPORATION,"$1,751,642.00","$1,020,171.00",SEALED BID,Service,PD-PAINTING.1CM,GOUVERNEUR MORR-0239,Expired
1901017,"Patterson Houses, Bronx - Installation of Vinyl Floor Tile & Removal & Installation of Vinyl Floor Tile in Apartments - (PROCUR042366 - S. Steverson)",1/14/2019,7/13/2020,"KHUSHI CONSTRUCTION, INC.","$254,394.00","$135,588.00",SEALED BID,Service,TL-TILE.1CM,PATTERSON HOUSES-0522,Expired
1812934,RESTORATION ASSOCIATED WITH SANDY RECOVERY PROGRAM,1/14/2019,4/1/2025,"TECHNICO CONSTRUCTION SERVICES, INC.","$24,763,505.72","$24,359,445.22",COMPETETIVE RFP,Decar,GR-GENERAL RENOVATION TYPE A.1CM,STANLEY ISAACS-0253,Active
1817812,Construction Management as Agent Services for IDIQ,1/11/2019,1/3/2024,THE McCLOUD GROUP LLC,"$3,250,000.00","$1,367,635.02",COMPETETIVE RFP,Service,CM-CONSTRUCTION MANAGERS AS AGENTS.1CM,VARIOUS PROJECT-VARP,Expired
1817800,Construction Management as Agent Services for IDIQ,1/10/2019,12/20/2023,"HILL INTERNATIONAL, INC.","$1,800,000.00",$0.00,COMPETETIVE RFP,Service,CM-CONSTRUCTION MANAGERS AS AGENTS.1CM,VARIOUS PROJECT-VARP,Expired
1900734,Various Queens & Staten Island Develoments - Third Party Witnessing Services for Category 1 & 5 Elevator Inspections - (ELEVAT044055 - L. Callegari),1/10/2019,3/5/2022,INSPARISK LLC,"$185,306.90","$185,262.40",SEALED BID,Service,EV-ELEVATOR.1CM,ELEVATOR SUPPORT SERVICES (QUEENS),Expired
1733431,Playground improvements and related work,1/9/2019,10/29/2021,TECHNOMEN NY INC,"$685,003.00","$685,003.00",SEALED BID,Decar,GD-GROUNDS AND GROUNDS MAINTENANCE.1CM,FIORENTINO PLAZ-0375,Expired
1900622,Various Brooklyn Developments - Installation of Signage - (MANAGE047681 - D. Artopiades),1/9/2019,2/12/2020,KARAN 9 ENTERPRISES INC,"$64,538.50","$61,678.15",SEALED BID,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BROOKLYN PROPERTY MANAGEMENT,Expired
1900640,"Jamaica I & Jamaica II Houses, Queens - Installation of Vinyl Floor Tile in Apartments - (NEXTGE042285 - S. Steverson)",1/9/2019,8/3/2020,DEEPAK CONTRACTING INC.,"$123,209.19","$114,455.20",SEALED BID,Service,TL-TILE.1CM,SOUTH JAMAICA-0206,Expired
1836008,"Marble Hill Houses, Bronx - Installation of Vinyl Floor Tile & Removal & Installation of Vinyl Floor Tile In Apartments - (S. Steverson)",1/9/2019,7/10/2020,AMAR CONSTRUCTION INC.,"$109,580.00","$80,693.70",SEALED BID,Service,TL-TILE.1CM,MARBLE HILL-0638,Expired
1835189,MACHINES SCRUBBER - CONTRACT # PC67235,1/9/2019,9/30/2020,W.W. GRAINGER INC.,"$934,722.14","$459,256.28",GOV_TO_GOV,Materials,MACHINERY.MACHINES - FLOOR POLISHING,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1831859,"Vladeck I & Vladeck II Houses, Manhattan - Maintenance Painting of Apartments - (PROCUR041635 - S. Steverson)",1/8/2019,5/25/2022,DIMO CONSTRUCTION CORP.,"$1,028,545.75","$343,849.61",SEALED BID,Service,PD-PAINTING.1CM,VLADECK II-0371,Expired
1901904,LAW DEPT - LEGAL CONSULTING LITIGATION (EVPLEG049109),1/7/2019,1/6/2024,CROWELL & MORING LLP,"$150,000.00","$125,285.87",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,LAW DEPT-ADMIN-L150,Expired
1900340,"Various Mixed Finance Developments - Repair, Replacement & Painting of Fire Escapes - (NEXTGE044217 - M. Coggins)",1/7/2019,1/22/2021,MAX BUILDERS INC.,"$86,277.11","$1,632.60",SEALED BID,Service,GR-GENERAL RENOVATION TYPE A.1CM,MIXED FINANCE ASSET MGT,Expired
1900335,"Vladeck I & Vladeck II Houses, Manhattan - Installation of Vinyl Floor Tile & Removal & Installation of Vinyl Floor Tile in Apartments - (PROPER042179 - S. Steverson)",1/7/2019,2/18/2021,RAVINDER KAUR/USA 2 CONSTRUCTION INC,"$88,125.49","$87,930.75",SEALED BID,Service,TL-TILE.1CM,VLADECK FEDERAL-0204,Expired
1900336,"Baruch Houses & Baruch Addition, Brooklyn - Installation of Vinyl Floor Tile In Apartments - (PROPER042087 - S. Steverson)",1/7/2019,7/13/2020,RAVINDER KAUR/USA 2 CONSTRUCTION INC,"$165,655.80","$61,260.50",SEALED BID,Service,TL-TILE.1CM,BARUCH-0215,Expired
1900337,"Lehman Village Houses, Manhattan - Installation of Vinyl Floor Tile in Apartments - (PROPER042170 - S. Steverson)",1/7/2019,9/21/2019,RAVINDER KAUR/USA 2 CONSTRUCTION INC,"$74,904.39","$60,284.20",SEALED BID,Service,TL-TILE.1CM,LEHMAN VILLAGE-0238,Expired
1900338,"Forest Houses, McKinley Houses & Eagle Ave-East 163rd St., Bronx - Installation Of Vinyl Floor Tile In Apartments - (PROPER041919 - S. Steverson)",1/7/2019,7/10/2020,RAVINDER KAUR/USA 2 CONSTRUCTION INC,"$121,734.72","$103,267.34",SEALED BID,Service,TL-TILE.1CM,FOREST HOUSES-0535,Expired
1900334,"Polo Grounds Houses, Manhattan - Installation of Vinyl Floor Tile In Apartments - (PROPER042172 - S. Steverson)",1/5/2019,7/13/2020,RAVINDER KAUR/USA 2 CONSTRUCTION INC,"$231,075.60","$174,331.50",SEALED BID,Service,TL-TILE.1CM,POLO GRDS -0260,Expired
1900982,Weatherization Program for Boynton Ave Rehab,1/4/2019,11/21/2019,"ASSOCIATION FOR ENERGY AFFORDABILITY, INC.","$97,444.00","$97,444.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BOYNTON-0767,Expired
1902364,TOMPKINS - MARSHAL FEES (JANUARY 2019 - DECEMBER 2020),1/1/2019,12/31/2024,MARSHAL BRUCE KEMP,"$17,576.95","$17,291.88",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,TOMPKINS-0246,Active
1902366,ARMSTRONG - MARSHAL FEES (JANUARY 2019 - DECEMBER 2020),1/1/2019,12/31/2024,MARSHAL FRANK SIRACUSA,"$10,135.75","$10,135.75",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,LOUIS ARMSTRONG-0325,Active
1902368,CAREY GARDENS - MARSHAL FEES (JANUARY 2019 - DECEMBER 2020),1/1/2019,12/31/2024,MARSHAL FRANK SIRACUSA,"$21,875.65","$16,682.00",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,CAREY GARDENS -0288,Active
1902370,GOWANUS - MARSHAL FEES (JANUARY 2019 - DECEMBER 2020),1/1/2019,12/31/2024,MARSHAL FRANK SIRACUSA,"$22,980.50","$22,663.95",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,GOWANUS-0515,Active
1902376,RED HOOK EAST - MARSHAL FEES (JANUARY 2019 - DECEMBER 2021),1/1/2019,12/31/2024,MARSHAL FRANK SIRACUSA,"$20,036.43","$19,393.58",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,RED HOOK EAST-0202,Active
1902377,ROOSEVELT - MARSHAL FEES (JANUARY 2019 - DECEMBER 2019),1/1/2019,12/31/2024,MARSHAL FRANK SIRACUSA,"$10,680.06","$10,459.28",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,E ROOSEVELT I-0227,Active
1902379,SURFSIDE GARDENS - MARSHAL FEES (JANUARY 2019 - DECEMBER 2019),1/1/2019,12/31/2024,MARSHAL FRANK SIRACUSA,"$18,300.93","$18,189.85",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,SURFSIDE GARDEN-0278,Active
1902382,WYCKOFF GARDENS - MARSHAL FEES (JANUARY 2019 - DECEMBER 2024),1/1/2019,12/31/2024,MARSHAL FRANK SIRACUSA,"$28,947.70","$28,827.70",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,WYCKOFF GARDENS-0272,Active
1902384,MARCY- MARSHAL FEES (JANUARY 2019 - DECEMBER 2020),1/1/2019,12/31/2024,MARSHAL HOWARD JAY SCHAIN,"$35,697.23","$35,696.79",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,MARCY-0514,Active
1902386,OCEAN HILL- MARSHAL FEES (JANUARY 2019 - DECEMBER 2020),1/1/2019,12/31/2024,MARSHAL HOWARD JAY SCHAIN,"$9,965.90","$9,391.07",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,OCEAN HILL/SARA-0269,Active
1902388,BREVOORT - MARSHAL FEES (JANUARY 2019 - DECEMBER 2020),1/1/2019,12/31/2024,MARSHAL JEFFREY S. ROSE,"$20,570.22","$19,912.58",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,BREVOORT-0213,Active
1902389,PINK - MARSHAL FEES (JANUARY 2019 - DECEMBER 2020),1/1/2019,12/31/2024,MARSHAL JEFFREY S. ROSE,"$49,049.99","$49,049.99",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,LOUIS PINK-0235,Active
1902504,LILLIAN WALD-0511 - MARSHAL FEES (JANUARY 2019- DECEMBER 2020),1/1/2019,12/31/2024,MARSHAL MAXINE CHEVLOWE,"$45,823.47","$44,076.12",GOV_TO_GOV,Service,MA-MARSHAL FEE.1CM,LILLIAN WALD-0511,Active
